DateRep	CountryExp	AllConfCases	AllDeaths
25.03.2020	Berlin	1428	2
25.03.2020	Brandenburg	429	1
25.03.2020	Bremen	200	
25.03.2020	Hamburg	1262	
25.03.2020	Hessen	1754	4
25.03.2020	Mecklenburg-Vorpommern	218	
25.03.2020	Niedersachsen	2140	7
25.03.2020	Nordrhein-Westfalen	7197	43
25.03.2020	Rheinland-Pfalz	1591	5
25.03.2020	Saarland	403	2
25.03.2020	Sachsen	959	6
25.03.2020	Sachsen-Anhalt	375	1
25.03.2020	Schleswig-Holstein	577	3
25.03.2020	Thüringen	394	1
25.03.2020	Gesamt	31554	149
26.03.2020	Baden-Württemberg	7283	56
26.03.2020	Bayern	7993	47
26.03.2020	Berlin	1656	4
26.03.2020	Brandenburg	477	1
26.03.2020	Bremen	211	1
26.03.2020	Hamburg		
26.03.2020	Hessen	2157	6
26.03.2020	Mecklenburg-Vorpommern	244	
26.03.2020	Niedersachsen	2347	8
26.03.2020	Nordrhein-Westfalen	7924	53
26.03.2020	Rheinland-Pfalz	1816	6
26.03.2020	Saarland	433	2
26.03.2020	Sachsen	1141	7
26.03.2020	Sachsen-Anhalt	418	1
26.03.2020	Schleswig-Holstein	675	3
26.03.2020	Thüringen	468	3
26.03.2020	Gesamt	36508	198
26.03.2020	Landeshauptstadt Dresden	173	2
26.03.2020	Stadt Chemnitz	71	0
26.03.2020	Stadt Leipzig	227	0
26.03.2020	Landkreis Bautzen	114	0
26.03.2020	Erzgebirgskreis	65	0
26.03.2020	Landkreis Görlitz	35	0
26.03.2020	Landkreis Leipzig	70	0
26.03.2020	Landkreis Meißen	42	0
26.03.2020	Landkreis Mittelsachsen	60	0
26.03.2020	Landkreis Nordsachsen	26	0
26.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	105	0
26.03.2020	Vogtlandkreis	62	0
26.03.2020	Landkreis Zwickau	225	0
26.03.2020	Sachsen_SMS	1275	0
27.03.2020	Baden-Württemberg	8161	70
27.03.2020	Bayern	9481	55
27.03.2020	Berlin	1955	8
27.03.2020	Brandenburg	537	1
27.03.2020	Bremen	241	1
27.03.2020	Hamburg	1693	2
27.03.2020	Hessen	2323	7
27.03.2020	Mecklenburg-Vorpommern	259	
27.03.2020	Niedersachsen	2810	10
27.03.2020	Nordrhein-Westfalen	9235	72
27.03.2020	Rheinland-Pfalz	1971	8
27.03.2020	Saarland	505	2
27.03.2020	Sachsen	1305	7
27.03.2020	Sachsen-Anhalt	458	2
27.03.2020	Schleswig-Holstein	812	4
27.03.2020	Thüringen	542	4
27.03.2020	Gesamt	42288	253
27.03.2020	Landeshauptstadt Dresden	247	2
27.03.2020	Stadt Chemnitz	73	0
27.03.2020	Stadt Leipzig	250	0
27.03.2020	Landkreis Bautzen	138	1
27.03.2020	Erzgebirgskreis	76	0
27.03.2020	Landkreis Görlitz	56	1
27.03.2020	Landkreis Leipzig	77	0
27.03.2020	Landkreis Meißen	52	1
27.03.2020	Landkreis Mittelsachsen	67	0
27.03.2020	Landkreis Nordsachsen	27	0
27.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	112	0
27.03.2020	Vogtlandkreis	82	1
27.03.2020	Landkreis Zwickau	248	3
27.03.2020	Sachsen_SMS	1505	9
28.03.2020	Landeshauptstadt Dresden	292	2
28.03.2020	Stadt Chemnitz	87	0
28.03.2020	Stadt Leipzig	270	0
28.03.2020	Landkreis Bautzen	156	1
28.03.2020	Erzgebirgskreis	91	0
28.03.2020	Landkreis Görlitz	62	1
28.03.2020	Landkreis Leipzig	77	0
28.03.2020	Landkreis Meißen	60	1
28.03.2020	Landkreis Mittelsachsen	83	0
28.03.2020	Landkreis Nordsachsen	27	0
28.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	130	0
28.03.2020	Vogtlandkreis	93	1
28.03.2020	Landkreis Zwickau	272	3
28.03.2020	Sachsen_SMS	1700	9
28.03.2020	Baden-Württemberg		101
28.03.2020	Bayern	11150	75
28.03.2020	Berlin	2161	8
28.03.2020	Brandenburg	645	1
28.03.2020	Bremen	260	2
28.03.2020	Hamburg	1765	2
28.03.2020	Hessen	2604	9
28.03.2020	Mecklenburg-Vorpommern	308	0
28.03.2020	Niedersachsen	3150	10
28.03.2020	Nordrhein-Westfalen	10607	80
28.03.2020	Rheinland-Pfalz	2212	11
28.03.2020	Saarland		2
28.03.2020	Sachsen	1432	9
28.03.2020	Sachsen-Anhalt		2
28.03.2020	Schleswig-Holstein	915	4
28.03.2020	Thüringen	584	5
28.03.2020	Gesamt	48582	321
29.03.2020	Baden-Württemberg	9794	101
29.03.2020	Bayern	12881	107
29.03.2020	Berlin	2360	9
29.03.2020	Brandenburg	721	1
29.03.2020	Bremen	275	2
29.03.2020	Hamburg	1846	4
29.03.2020	Hessen		9
29.03.2020	Mecklenburg-Vorpommern	348	1
29.03.2020	Niedersachsen	3450	21
29.03.2020	Nordrhein-Westfalen	11400	98
29.03.2020	Rheinland-Pfalz	2396	12
29.03.2020	Saarland	560	2
29.03.2020	Sachsen	1617	9
29.03.2020	Sachsen-Anhalt	592	2
29.03.2020	Schleswig-Holstein	1005	6
29.03.2020	Thüringen	697	5
29.03.2020	Gesamt	52547	389
29.03.2020	Landeshauptstadt Dresden	314	2
29.03.2020	Stadt Chemnitz	96	0
29.03.2020	Stadt Leipzig	290	0
29.03.2020	Landkreis Bautzen	156	1
29.03.2020	Erzgebirgskreis	91	1
29.03.2020	Landkreis Görlitz	67	1
29.03.2020	Landkreis Leipzig	91	0
29.03.2020	Landkreis Meißen	68	1
29.03.2020	Landkreis Mittelsachsen	85	0
29.03.2020	Landkreis Nordsachsen	37	0
29.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	142	0
29.03.2020	Vogtlandkreis	93	1
29.03.2020	Landkreis Zwickau	286	3
29.03.2020	Sachsen_SMS	1816	10
30.03.2020	Baden-Württemberg	10943	119
30.03.2020	Bayern	13989	127
30.03.2020	Berlin	2464	11
30.03.2020	Brandenburg	761	2
30.03.2020	Bremen	286	2
30.03.2020	Hamburg	2053	5
30.03.2020	Hessen	3091	13
30.03.2020	Mecklenburg-Vorpommern	356	1
30.03.2020	Niedersachsen	3732	26
30.03.2020	Nordrhein-Westfalen	12178	101
30.03.2020	Rheinland-Pfalz	2584	18
30.03.2020	Saarland	706	7
30.03.2020	Sachsen	1795	9
30.03.2020	Sachsen-Anhalt		2
30.03.2020	Schleswig-Holstein	1049	7
30.03.2020	Thüringen	719	5
30.03.2020	Gesamt	57298	455
30.03.2020	Landeshauptstadt Dresden	339	3
30.03.2020	Stadt Chemnitz	99	0
30.03.2020	Stadt Leipzig	299	0
30.03.2020	Landkreis Bautzen	156	1
30.03.2020	Erzgebirgskreis	94	1
30.03.2020	Landkreis Görlitz	67	1
30.03.2020	Landkreis Leipzig	91	0
30.03.2020	Landkreis Meißen	69	1
30.03.2020	Landkreis Mittelsachsen	94	0
30.03.2020	Landkreis Nordsachsen	37	0
30.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	149	0
30.03.2020	Vogtlandkreis	106	1
30.03.2020	Landkreis Zwickau	330	3
30.03.2020	Sachsen_SMS	1930	11
31.03.2020	Landeshauptstadt Dresden	357	3
31.03.2020	Stadt Chemnitz	112	0
31.03.2020	Stadt Leipzig	320	0
31.03.2020	Landkreis Bautzen	178	1
31.03.2020	Erzgebirgskreis	113	2
31.03.2020	Landkreis Görlitz	67	1
31.03.2020	Landkreis Leipzig	96	0
31.03.2020	Landkreis Meißen	75	1
31.03.2020	Landkreis Mittelsachsen	102	1
31.03.2020	Landkreis Nordsachsen	37	0
31.03.2020	Landkreis Sächsische Schweiz-Osterzgebirge	179	0
31.03.2020	Vogtlandkreis	107	1
31.03.2020	Landkreis Zwickau	341	3
31.03.2020	Sachsen_SMS	2084	13
31.03.2020	Baden-Württemberg	12334	165
31.03.2020	Bayern	14810	162
31.03.2020	Berlin	2575	13
31.03.2020	Brandenburg	798	2
31.03.2020	Bremen	294	4
31.03.2020	Hamburg	2191	9
31.03.2020	Hessen	3283	17
31.03.2020	Mecklenburg-Vorpommern	366	1
31.03.2020	Niedersachsen	4063	34
31.03.2020	Nordrhein-Westfalen	13225	117
31.03.2020	Rheinland-Pfalz	2726	19
31.03.2020	Saarland	782	7
31.03.2020	Sachsen	1882	12
31.03.2020	Sachsen-Anhalt	680	6
31.03.2020	Schleswig-Holstein	1120	9
31.03.2020	Thüringen	784	6
31.03.2020	Gesamt	61913	583
01.04.2020	Baden-Württemberg	13410	197
01.04.2020	Bayern	16497	225
01.04.2020	Berlin	2754	16
01.04.2020	Brandenburg	881	4
01.04.2020	Bremen	311	5
01.04.2020	Hamburg	2311	14
01.04.2020	Hessen	3445	21
01.04.2020	Mecklenburg-Vorpommern	406	3
01.04.2020	Niedersachsen	4382	42
01.04.2020	Nordrhein-Westfalen	14351	134
01.04.2020	Rheinland-Pfalz	2899	23
01.04.2020	Saarland	829	8
01.04.2020	Sachsen	2034	17
01.04.2020	Sachsen-Anhalt	750	7
01.04.2020	Schleswig-Holstein	1246	10
01.04.2020	Thüringen	860	6
01.04.2020	Gesamt	67366	732
01.04.2020	Landeshauptstadt Dresden	373	4
01.04.2020	Stadt Chemnitz	115	0
01.04.2020	Stadt Leipzig	332	0
01.04.2020	Landkreis Bautzen	188	2
01.04.2020	Erzgebirgskreis	143	2
01.04.2020	Landkreis Görlitz	72	1
01.04.2020	Landkreis Leipzig	107	0
01.04.2020	Landkreis Meißen	87	1
01.04.2020	Landkreis Mittelsachsen	109	1
01.04.2020	Landkreis Nordsachsen	41	0
01.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	195	0
01.04.2020	Vogtlandkreis	114	1
01.04.2020	Landkreis Zwickau	369	6
01.04.2020	Sachsen_SMS	2245	18
02.04.2020	Landeshauptstadt Dresden	392	4
02.04.2020	Stadt Chemnitz	123	0
02.04.2020	Stadt Leipzig	361	0
02.04.2020	Landkreis Bautzen	192	2
02.04.2020	Erzgebirgskreis	160	3
02.04.2020	Landkreis Görlitz	84	1
02.04.2020	Landkreis Leipzig	113	0
02.04.2020	Landkreis Meißen	95	1
02.04.2020	Landkreis Mittelsachsen	127	1
02.04.2020	Landkreis Nordsachsen	57	0
02.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	200	0
02.04.2020	Vogtlandkreis	119	1
02.04.2020	Landkreis Zwickau	388	6
02.04.2020	Sachsen_SMS	2411	19
02.04.2020	Baden-Württemberg	14662	241
02.04.2020	Bayern	18496	268
02.04.2020	Berlin	2970	19
02.04.2020	Brandenburg	995	7
02.04.2020	Bremen	327	6
02.04.2020	Hamburg	2406	14
02.04.2020	Hessen	3707	27
02.04.2020	Mecklenburg-Vorpommern	438	3
02.04.2020	Niedersachsen	4695	45
02.04.2020	Nordrhein-Westfalen	15427	161
02.04.2020	Rheinland-Pfalz	3132	26
02.04.2020	Saarland	1020	11
02.04.2020	Sachsen	2183	18
02.04.2020	Sachsen-Anhalt	804	8
02.04.2020	Schleswig-Holstein	1335	11
02.04.2020	Thüringen	925	7
02.04.2020	Gesamt	73522	872
03.04.2020	Landeshauptstadt Dresden	403	4
03.04.2020	Stadt Chemnitz	138	1
03.04.2020	Stadt Leipzig	378	1
03.04.2020	Landkreis Bautzen	201	2
03.04.2020	Erzgebirgskreis	239	4
03.04.2020	Landkreis Görlitz	89	2
03.04.2020	Landkreis Leipzig	119	0
03.04.2020	Landkreis Meißen	105	3
03.04.2020	Landkreis Mittelsachsen	141	1
03.04.2020	Landkreis Nordsachsen	73	0
03.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	200	0
03.04.2020	Vogtlandkreis	128	1
03.04.2020	Landkreis Zwickau	432	6
03.04.2020	Sachsen_SMS	2646	25
03.04.2020	Baden-Württemberg	16059	285
03.04.2020	Bayern	20237	307
03.04.2020	Berlin	3202	20
03.04.2020	Brandenburg	1075	9
03.04.2020	Bremen	341	6
03.04.2020	Hamburg	2596	16
03.04.2020	Hessen	3993	33
03.04.2020	Mecklenburg-Vorpommern	468	4
03.04.2020	Niedersachsen	5081	65
03.04.2020	Nordrhein-Westfalen	16606	178
03.04.2020	Rheinland-Pfalz	3362	26
03.04.2020	Saarland	1079	12
03.04.2020	Sachsen	2336	21
03.04.2020	Sachsen-Anhalt	836	11
03.04.2020	Schleswig-Holstein	1443	15
03.04.2020	Thüringen	982	9
03.04.2020	Gesamt	79696	1017
04.04.2020	Baden-Württemberg	17014	316
04.04.2020	Bayern	21908	349
04.04.2020	Berlin	3471	22
04.04.2020	Brandenburg	1211	12
04.04.2020	Bremen	354	6
04.04.2020	Hamburg	2697	16
04.04.2020	Hessen	4279	42
04.04.2020	Mecklenburg-Vorpommern	501	5
04.04.2020	Niedersachsen	5571	85
04.04.2020	Nordrhein-Westfalen	17885	200
04.04.2020	Rheinland-Pfalz	3504	29
04.04.2020	Saarland	1265	14
04.04.2020	Sachsen	2591	24
04.04.2020	Sachsen-Anhalt	896	11
04.04.2020	Schleswig-Holstein	1559	17
04.04.2020	Thüringen	1072	10
04.04.2020	Gesamt	85778	1158
04.04.2020	Landeshauptstadt Dresden	407	4
04.04.2020	Stadt Chemnitz	143	2
04.04.2020	Stadt Leipzig	403	1
04.04.2020	Landkreis Bautzen	206	2
04.04.2020	Erzgebirgskreis	271	5
04.04.2020	Landkreis Görlitz	98	3
04.04.2020	Landkreis Leipzig	125	1
04.04.2020	Landkreis Meißen	115	3
04.04.2020	Landkreis Mittelsachsen	159	1
04.04.2020	Landkreis Nordsachsen	73	0
04.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	226	0
04.04.2020	Vogtlandkreis	134	1
04.04.2020	Landkreis Zwickau	483	9
04.04.2020	Sachsen_SMS	2843	32
05.04.2020	Landeshauptstadt Dresden	447	4
05.04.2020	Stadt Chemnitz	143	2
05.04.2020	Stadt Leipzig	421	1
05.04.2020	Landkreis Bautzen	206	2
05.04.2020	Erzgebirgskreis	271	5
05.04.2020	Landkreis Görlitz	153	4
05.04.2020	Landkreis Leipzig	129	2
05.04.2020	Landkreis Meißen	121	3
05.04.2020	Landkreis Mittelsachsen	161	1
05.04.2020	Landkreis Nordsachsen	77	0
05.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	226	0
05.04.2020	Vogtlandkreis	151	1
05.04.2020	Landkreis Zwickau	500	9
05.04.2020	Sachsen_SMS	3006	34
05.04.2020	Baden-Württemberg	18614	367
05.04.2020	Bayern	23846	396
05.04.2020	Berlin	3613	24
05.04.2020	Brandenburg	1305	17
05.04.2020	Bremen	394	6
05.04.2020	Hamburg	2945	19
05.04.2020	Hessen	4575	56
05.04.2020	Mecklenburg-Vorpommern	523	5
05.04.2020	Niedersachsen	5712	89
05.04.2020	Nordrhein-Westfalen	18735	245
05.04.2020	Rheinland-Pfalz	3663	32
05.04.2020	Saarland	1358	14
05.04.2020	Sachsen	2741	32
05.04.2020	Sachsen-Anhalt	919	12
05.04.2020	Schleswig-Holstein	1631	18
05.04.2020	Thüringen	1140	10
05.04.2020	Gesamt	91714	1342
06.04.2020	Baden-Württemberg	19395	387
06.04.2020	Bayern	24974	437
06.04.2020	Berlin	3670	26
06.04.2020	Brandenburg	1345	19
06.04.2020	Bremen	397	8
06.04.2020	Hamburg	2993	19
06.04.2020	Hessen	4674	61
06.04.2020	Mecklenburg-Vorpommern	528	6
06.04.2020	Niedersachsen	5960	92
06.04.2020	Nordrhein-Westfalen	19384	255
06.04.2020	Rheinland-Pfalz	3882	32
06.04.2020	Saarland	1483	14
06.04.2020	Sachsen	2903	34
06.04.2020	Sachsen-Anhalt	956	12
06.04.2020	Schleswig-Holstein	1671	20
06.04.2020	Thüringen	1176	12
06.04.2020	Gesamt	95391	1434
06.04.2020	Landeshauptstadt Dresden	451	4
06.04.2020	Stadt Chemnitz	148	2
06.04.2020	Stadt Leipzig	427	1
06.04.2020	Landkreis Bautzen	215	2
06.04.2020	Erzgebirgskreis	281	6
06.04.2020	Landkreis Görlitz	153	4
06.04.2020	Landkreis Leipzig	132	2
06.04.2020	Landkreis Meißen	122	3
06.04.2020	Landkreis Mittelsachsen	164	1
06.04.2020	Landkreis Nordsachsen	77	0
06.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	258	0
06.04.2020	Vogtlandkreis	161	1
06.04.2020	Landkreis Zwickau	508	9
06.04.2020	Sachsen_SMS	3097	35
07.04.2020	Landeshauptstadt Dresden	458	4
07.04.2020	Stadt Chemnitz	148	3
07.04.2020	Stadt Leipzig	435	1
07.04.2020	Landkreis Bautzen	219	3
07.04.2020	Erzgebirgskreis	281	6
07.04.2020	Landkreis Görlitz	178	4
07.04.2020	Landkreis Leipzig	140	4
07.04.2020	Landkreis Meißen	129	4
07.04.2020	Landkreis Mittelsachsen	171	1
07.04.2020	Landkreis Nordsachsen	83	0
07.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	261	0
07.04.2020	Vogtlandkreis	167	1
07.04.2020	Landkreis Zwickau	511	12
07.04.2020	Sachsen_SMS	3181	43
07.04.2020	Baden-Württemberg	20141	433
07.04.2020	Bayern	26163	481
07.04.2020	Berlin	3845	28
07.04.2020	Brandenburg	1384	20
07.04.2020	Bremen	399	9
07.04.2020	Hamburg	3059	20
07.04.2020	Hessen	4837	73
07.04.2020	Mecklenburg-Vorpommern	531	8
07.04.2020	Niedersachsen	6200	111
07.04.2020	Nordrhein-Westfalen	20220	282
07.04.2020	Rheinland-Pfalz	3992	34
07.04.2020	Saarland	1532	16
07.04.2020	Sachsen	2997	38
07.04.2020	Sachsen-Anhalt	987	12
07.04.2020	Schleswig-Holstein	1730	24
07.04.2020	Thüringen	1208	18
07.04.2020	Gesamt	99225	1607
08.04.2020	Landeshauptstadt Dresden	458	4
08.04.2020	Stadt Chemnitz	152	3
08.04.2020	Stadt Leipzig	446	1
08.04.2020	Landkreis Bautzen	231	3
08.04.2020	Erzgebirgskreis	323	13
08.04.2020	Landkreis Görlitz	186	4
08.04.2020	Landkreis Leipzig	145	4
08.04.2020	Landkreis Meißen	137	4
08.04.2020	Landkreis Mittelsachsen	182	1
08.04.2020	Landkreis Nordsachsen	92	0
08.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	280	0
08.04.2020	Vogtlandkreis	178	1
08.04.2020	Landkreis Zwickau	529	14
08.04.2020	Sachsen_SMS	3339	52
08.04.2020	Baden-Württemberg	20680	464
08.04.2020	Bayern	27564	564
08.04.2020	Berlin	4028	32
08.04.2020	Brandenburg	1472	22
08.04.2020	Bremen	424	10
08.04.2020	Hamburg	3165	23
08.04.2020	Hessen	4965	84
08.04.2020	Mecklenburg-Vorpommern	555	11
08.04.2020	Niedersachsen	6385	121
08.04.2020	Nordrhein-Westfalen	20929	348
08.04.2020	Rheinland-Pfalz	4148	45
08.04.2020	Saarland	1637	23
08.04.2020	Sachsen	3144	50
08.04.2020	Sachsen-Anhalt	1020	16
08.04.2020	Schleswig-Holstein	1827	28
08.04.2020	Thüringen	1285	20
08.04.2020	Gesamt	103228	1861
09.04.2020	Landeshauptstadt Dresden	473	4
09.04.2020	Stadt Chemnitz	160	3
09.04.2020	Stadt Leipzig	451	1
09.04.2020	Landkreis Bautzen	238	3
09.04.2020	Erzgebirgskreis	343	15
09.04.2020	Landkreis Görlitz	196	4
09.04.2020	Landkreis Leipzig	148	4
09.04.2020	Landkreis Meißen	145	5
09.04.2020	Landkreis Mittelsachsen	202	1
09.04.2020	Landkreis Nordsachsen	95	0
09.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	281	0
09.04.2020	Vogtlandkreis	188	1
09.04.2020	Landkreis Zwickau	567	17
09.04.2020	Sachsen_SMS	3487	58
09.04.2020	Baden-Württemberg	21603	519
09.04.2020	Bayern	28827	635
09.04.2020	Berlin	4202	37
09.04.2020	Brandenburg	1578	30
09.04.2020	Bremen	445	11
09.04.2020	Hamburg	3320	44
09.04.2020	Hessen	5242	100
09.04.2020	Mecklenburg-Vorpommern	572	11
09.04.2020	Niedersachsen	6804	141
09.04.2020	Nordrhein-Westfalen	21961	384
09.04.2020	Rheinland-Pfalz	4336	50
09.04.2020	Saarland	1693	23
09.04.2020	Sachsen	3261	52
09.04.2020	Sachsen-Anhalt	1075	16
09.04.2020	Schleswig-Holstein	1932	34
09.04.2020	Thüringen	1351	20
09.04.2020	Gesamt	108202	2107
10.04.2020	Baden-Württemberg	22433	570
10.04.2020	Bayern	30363	703
10.04.2020	Berlin	4349	42
10.04.2020	Brandenburg	1691	37
10.04.2020	Bremen	454	13
10.04.2020	Hamburg	3551	53
10.04.2020	Hessen	5694	111
10.04.2020	Mecklenburg-Vorpommern	586	11
10.04.2020	Niedersachsen	7114	161
10.04.2020	Nordrhein-Westfalen	23028	446
10.04.2020	Rheinland-Pfalz	4440	51
10.04.2020	Saarland	1854	36
10.04.2020	Sachsen	3402	59
10.04.2020	Sachsen-Anhalt	1121	18
10.04.2020	Schleswig-Holstein	2029	38
10.04.2020	Thüringen	1416	24
10.04.2020	Gesamt	113525	2373
11.04.2020	Baden-Württemberg	23617	622
11.04.2020	Bayern	31453	747
11.04.2020	Berlin	4458	46
11.04.2020	Brandenburg	1764	37
11.04.2020	Bremen	469	15
11.04.2020	Hamburg	3663	56
11.04.2020	Hessen	5808	120
11.04.2020	Mecklenburg-Vorpommern	601	11
11.04.2020	Niedersachsen	7343	171
11.04.2020	Nordrhein-Westfalen	23644	472
11.04.2020	Rheinland-Pfalz	4622	59
11.04.2020	Saarland	2016	41
11.04.2020	Sachsen	3565	65
11.04.2020	Sachsen-Anhalt	1135	18
11.04.2020	Schleswig-Holstein	2065	39
11.04.2020	Thüringen	1435	25
11.04.2020	Gesamt	117658	2544
10.04.2020	Landeshauptstadt Dresden	482	4
10.04.2020	Stadt Chemnitz	167	3
10.04.2020	Stadt Leipzig	458	1
10.04.2020	Landkreis Bautzen	242	3
10.04.2020	Erzgebirgskreis	367	17
10.04.2020	Landkreis Görlitz	201	7
10.04.2020	Landkreis Leipzig	170	4
10.04.2020	Landkreis Meißen	157	5
10.04.2020	Landkreis Mittelsachsen	206	1
10.04.2020	Landkreis Nordsachsen	95	0
10.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	287	0
10.04.2020	Vogtlandkreis	195	1
10.04.2020	Landkreis Zwickau	579	18
10.04.2020	Sachsen_SMS	3601	64
11.04.2020	Landeshauptstadt Dresden	482	4
11.04.2020	Stadt Chemnitz	167	3
11.04.2020	Stadt Leipzig	469	1
11.04.2020	Landkreis Bautzen	242	3
11.04.2020	Erzgebirgskreis	397	17
11.04.2020	Landkreis Görlitz	215	9
11.04.2020	Landkreis Leipzig	174	4
11.04.2020	Landkreis Meißen	164	5
11.04.2020	Landkreis Mittelsachsen	217	1
11.04.2020	Landkreis Nordsachsen	95	0
11.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	290	1
11.04.2020	Vogtlandkreis	204	1
11.04.2020	Landkreis Zwickau	592	18
11.04.2020	Sachsen_SMS	3708	67
12.04.2020	Baden-Württemberg	24078	649
12.04.2020	Bayern	32282	786
12.04.2020	Berlin	4567	50
12.04.2020	Brandenburg	1857	38
12.04.2020	Bremen	480	15
12.04.2020	Hamburg	3742	56
12.04.2020	Hessen	5859	123
12.04.2020	Mecklenburg-Vorpommern	605	11
12.04.2020	Niedersachsen	7602	189
12.04.2020	Nordrhein-Westfalen	24267	495
12.04.2020	Rheinland-Pfalz	4734	64
12.04.2020	Saarland	2058	43
12.04.2020	Sachsen	3600	67
12.04.2020	Sachsen-Anhalt	1166	21
12.04.2020	Schleswig-Holstein	2118	41
12.04.2020	Thüringen	1464	25
12.04.2020	Gesamt	120479	2673
13.04.2020	Baden-Württemberg	24570	677
13.04.2020	Bayern	33015	820
13.04.2020	Berlin	4601	51
13.04.2020	Brandenburg	1880	38
13.04.2020	Bremen	486	17
13.04.2020	Hamburg	3770	56
13.04.2020	Hessen	6114	135
13.04.2020	Mecklenburg-Vorpommern	618	11
13.04.2020	Niedersachsen	7723	201
13.04.2020	Nordrhein-Westfalen	24883	518
13.04.2020	Rheinland-Pfalz	4810	68
13.04.2020	Saarland	2079	44
13.04.2020	Sachsen	3655	68
13.04.2020	Sachsen-Anhalt	1193	24
13.04.2020	Schleswig-Holstein	2134	44
13.04.2020	Thüringen	1485	27
13.04.2020	Gesamt	123016	2799
12.04.2020	Landeshauptstadt Dresden	491	4
12.04.2020	Stadt Chemnitz	172	3
12.04.2020	Stadt Leipzig	476	1
12.04.2020	Landkreis Bautzen	242	3
12.04.2020	Erzgebirgskreis	397	17
12.04.2020	Landkreis Görlitz	215	9
12.04.2020	Landkreis Leipzig	176	4
12.04.2020	Landkreis Meißen	170	6
12.04.2020	Landkreis Mittelsachsen	220	1
12.04.2020	Landkreis Nordsachsen	95	0
12.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	295	1
12.04.2020	Vogtlandkreis	217	1
12.04.2020	Landkreis Zwickau	598	18
12.04.2020	Sachsen_SMS	3764	68
13.04.2020	Landeshauptstadt Dresden	491	4
13.04.2020	Stadt Chemnitz	177	3
13.04.2020	Stadt Leipzig	483	1
13.04.2020	Landkreis Bautzen	242	3
13.04.2020	Erzgebirgskreis	397	17
13.04.2020	Landkreis Görlitz	215	9
13.04.2020	Landkreis Leipzig	176	4
13.04.2020	Landkreis Meißen	174	7
13.04.2020	Landkreis Mittelsachsen	222	1
13.04.2020	Landkreis Nordsachsen	95	0
13.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	297	1
13.04.2020	Vogtlandkreis	217	1
13.04.2020	Landkreis Zwickau	616	18
13.04.2020	Sachsen_SMS	3802	69
14.04.2020	Landeshauptstadt Dresden	492	4
14.04.2020	Stadt Chemnitz	182	3
14.04.2020	Stadt Leipzig	488	2
14.04.2020	Landkreis Bautzen	291	4
14.04.2020	Erzgebirgskreis	397	17
14.04.2020	Landkreis Görlitz	215	9
14.04.2020	Landkreis Leipzig	176	4
14.04.2020	Landkreis Meißen	175	10
14.04.2020	Landkreis Mittelsachsen	222	1
14.04.2020	Landkreis Nordsachsen	95	0
14.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	302	1
14.04.2020	Vogtlandkreis	256	1
14.04.2020	Landkreis Zwickau	624	18
14.04.2020	Sachsen_SMS	3915	74
15.04.2020	Landeshauptstadt Dresden	497	4
15.04.2020	Stadt Chemnitz	183	3
15.04.2020	Stadt Leipzig	492	3
15.04.2020	Landkreis Bautzen	297	5
15.04.2020	Erzgebirgskreis	419	27
15.04.2020	Landkreis Görlitz	223	10
15.04.2020	Landkreis Leipzig	177	4
15.04.2020	Landkreis Meißen	177	10
15.04.2020	Landkreis Mittelsachsen	230	1
15.04.2020	Landkreis Nordsachsen	113	0
15.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	306	1
15.04.2020	Vogtlandkreis	258	1
15.04.2020	Landkreis Zwickau	656	18
15.04.2020	Sachsen_SMS	4028	87
14.04.2020	Baden-Württemberg	25040	711
14.04.2020	Bayern	33569	872
14.04.2020	Berlin	4668	56
14.04.2020	Brandenburg	1916	40
14.04.2020	Bremen	492	20
14.04.2020	Hamburg	3808	59
14.04.2020	Hessen	6183	147
14.04.2020	Mecklenburg-Vorpommern	619	11
14.04.2020	Niedersachsen	7885	211
14.04.2020	Nordrhein-Westfalen	25300	545
14.04.2020	Rheinland-Pfalz	4880	70
14.04.2020	Saarland	2112	52
14.04.2020	Sachsen	3751	70
14.04.2020	Sachsen-Anhalt	1207	25
14.04.2020	Schleswig-Holstein	2164	49
14.04.2020	Thüringen	1504	31
14.04.2020	Gesamt	125098	2969
15.04.2020	Baden-Württemberg	25438	767
15.04.2020	Bayern	34294	954
15.04.2020	Berlin	4722	62
15.04.2020	Brandenburg	1950	42
