DateRep	CountryExp	AllConfCases	AllDeaths
06.05.2020	Schleswig-Holstein	2815	119
06.05.2020	Thüringen	2429	104
06.05.2020	Gesamt	164807	6996
06.05.2020	Landeshauptstadt Dresden	579	8
06.05.2020	Stadt Leipzig	578	10
06.05.2020	Stadt Chemnitz	197	5
06.05.2020	Landkreis Bautzen	374	13
06.05.2020	Erzgebirgskreis	533	43
06.05.2020	Landkreis Görlitz	267	21
06.05.2020	Landkreis Leipzig	187	4
06.05.2020	Landkreis Meißen	225	17
06.05.2020	Landkreis Mittelsachsen	251	7
06.05.2020	Landkreis Nordsachsen	138	0
06.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	339	2
06.05.2020	Vogtlandkreis	365	9
06.05.2020	Landkreis Zwickau	778	40
06.05.2020	Sachsen_SMS	4811	179
datum	CountryExp	AllConfCases	AllDeaths
07.05.2020	Baden-Württemberg	32762	1497
07.05.2020	Bayern	43658	2050
07.05.2020	Berlin	6149	162
07.05.2020	Brandenburg	2999	129
07.05.2020	Bremen	963	32
07.05.2020	Hamburg	4704	194
07.05.2020	Hessen	8736	396
07.05.2020	Mecklenburg-Vorpommern	715	19
07.05.2020	Niedersachsen	10564	478
07.05.2020	Nordrhein-Westfalen	34249	1372
07.05.2020	Rheinland-Pfalz	6213	189
07.05.2020	Saarland	2655	143
07.05.2020	Sachsen	4836	181
07.05.2020	Sachsen-Anhalt	1602	48
07.05.2020	Schleswig-Holstein	2834	120
07.05.2020	Thüringen	2452	109
07.05.2020	Gesamt	166091	7119
07.05.2020	Landeshauptstadt Dresden	584	9
07.05.2020	Stadt Leipzig	580	10
07.05.2020	Stadt Chemnitz	198	5
07.05.2020	Landkreis Bautzen	383	13
07.05.2020	Erzgebirgskreis	538	43
07.05.2020	Landkreis Görlitz	267	21
07.05.2020	Landkreis Leipzig	188	4
07.05.2020	Landkreis Meißen	225	17
07.05.2020	Landkreis Mittelsachsen	251	7
07.05.2020	Landkreis Nordsachsen	140	0
07.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	339	2
07.05.2020	Vogtlandkreis	370	10
07.05.2020	Landkreis Zwickau	794	40
07.05.2020	Sachsen_SMS	4857	181
08.05.2020	Baden-Württemberg	32898	1515
08.05.2020	Bayern	43905	2114
08.05.2020	Berlin	6209	163
08.05.2020	Brandenburg	3037	131
08.05.2020	Bremen	997	32
08.05.2020	Hamburg	4753	201
08.05.2020	Hessen	8850	403
08.05.2020	Mecklenburg-Vorpommern	718	19
08.05.2020	Niedersachsen	10686	493
08.05.2020	Nordrhein-Westfalen	34522	1397
08.05.2020	Rheinland-Pfalz	6241	192
08.05.2020	Saarland	2658	140
08.05.2020	Sachsen	4839	184
08.05.2020	Sachsen-Anhalt	1615	48
08.05.2020	Schleswig-Holstein	2860	122
08.05.2020	Thüringen	2512	112
08.05.2020	Gesamt	167300	7266
08.05.2020	Landeshauptstadt Dresden	584	9
08.05.2020	Stadt Leipzig	583	10
08.05.2020	Stadt Chemnitz	199	5
08.05.2020	Landkreis Bautzen	390	13
08.05.2020	Erzgebirgskreis	539	43
08.05.2020	Landkreis Görlitz	268	22
08.05.2020	Landkreis Leipzig	188	4
08.05.2020	Landkreis Meißen	225	18
08.05.2020	Landkreis Mittelsachsen	251	7
08.05.2020	Landkreis Nordsachsen	140	0
08.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	343	2
08.05.2020	Vogtlandkreis	377	10
08.05.2020	Landkreis Zwickau	797	43
08.05.2020	Sachsen_SMS	4884	186
09.05.2020	Baden-Württemberg	33105	1534
09.05.2020	Bayern	44169	2147
09.05.2020	Berlin	6242	164
09.05.2020	Brandenburg	3098	133
09.05.2020	Bremen	1024	32
09.05.2020	Hamburg	4772	204
09.05.2020	Hessen	8916	408
09.05.2020	Mecklenburg-Vorpommern	722	19
09.05.2020	Niedersachsen	10803	496
09.05.2020	Nordrhein-Westfalen	34817	1424
09.05.2020	Rheinland-Pfalz	6282	195
09.05.2020	Saarland	2660	142
09.05.2020	Sachsen	4873	186
09.05.2020	Sachsen-Anhalt	1637	48
09.05.2020	Schleswig-Holstein	2898	122
09.05.2020	Thüringen	2533	115
09.05.2020	Gesamt	168551	7369
09.05.2020	Landeshauptstadt Dresden	584	9
09.05.2020	Stadt Leipzig	586	10
09.05.2020	Stadt Chemnitz	199	5
09.05.2020	Landkreis Bautzen	394	13
09.05.2020	Erzgebirgskreis	541	43
09.05.2020	Landkreis Görlitz	268	22
09.05.2020	Landkreis Leipzig	188	4
09.05.2020	Landkreis Meißen	225	19
09.05.2020	Landkreis Mittelsachsen	251	7
09.05.2020	Landkreis Nordsachsen	140	0
09.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	347	2
09.05.2020	Vogtlandkreis	389	10
09.05.2020	Landkreis Zwickau	806	43
09.05.2020	Sachsen_SMS	4918	187
10.05.2020	Baden-Württemberg	33287	1542
10.05.2020	Bayern	44265	2153
10.05.2020	Berlin	6261	165
10.05.2020	Brandenburg	3101	134
10.05.2020	Bremen	1043	32
10.05.2020	Hamburg	4772	204
10.05.2020	Hessen	8998	411
10.05.2020	Mecklenburg-Vorpommern	726	19
10.05.2020	Niedersachsen	10827	498
10.05.2020	Nordrhein-Westfalen	34964	1425
10.05.2020	Rheinland-Pfalz	6291	195
10.05.2020	Saarland	2663	142
10.05.2020	Sachsen	4886	187
10.05.2020	Sachsen-Anhalt	1640	48
10.05.2020	Schleswig-Holstein	2938	123
10.05.2020	Thüringen	2556	117
10.05.2020	Gesamt	169218	7395
10.05.2020	Landeshauptstadt Dresden	584	9
10.05.2020	Stadt Leipzig	587	10
10.05.2020	Stadt Chemnitz	199	5
10.05.2020	Landkreis Bautzen	417	13
10.05.2020	Erzgebirgskreis	541	43
10.05.2020	Landkreis Görlitz	268	22
10.05.2020	Landkreis Leipzig	188	4
10.05.2020	Landkreis Meißen	226	19
10.05.2020	Landkreis Mittelsachsen	251	7
10.05.2020	Landkreis Nordsachsen	140	0
10.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	347	2
10.05.2020	Vogtlandkreis	389	10
10.05.2020	Landkreis Zwickau	810	43
10.05.2020	Sachsen_SMS	4947	187
